Screen Name,Date,Tweet Text,Compound Score,Postive Score,Neutral Score,Negative Score,Tweet Number
BBC,Sun Oct 27 18:01:04 +0000 2019,"Very cheeky.
https://t.co/RMVQJ0Gl71",0.0,0.0,1.0,0.0,110
BBC,Sun Oct 27 17:30:00 +0000 2019,"#KPop fans are some of the most dedicated in the world 🙌

#KPopIdols @JamesBallardie @BBCFour https://t.co/DP42USH4SZ",0.509,0.171,0.829,0.0,111
BBC,Sun Oct 27 17:01:03 +0000 2019,"🙌 Sir David Attenborough is back on our screens tonight, as #SevenWorldsOnePlanet begins in Antarctica.  🌏
6:15pm |… https://t.co/QwlPf523Y5",0.0,0.0,1.0,0.0,112
BBC,Sun Oct 27 16:01:05 +0000 2019,"Would you consider donating your body to science? 
@BSMSMedSchool say there is a shortage of bodies for medical stu… https://t.co/vtLOlAkBzP",-0.25,0.0,0.9,0.1,113
BBC,Sun Oct 27 15:01:03 +0000 2019,"This is amazing - nothing will stop João Vicente smiling and skating!  😁
https://t.co/DxD2yjl8G1",0.9,0.48,0.52,0.0,114
BBC,Sun Oct 27 14:01:02 +0000 2019,"Did you know this tiny beetle could help us harvest water from thin air? 💧 
Listen to the 30 Animals That Made Us S… https://t.co/W90IeEKIZ8",0.402,0.101,0.899,0.0,115
BBC,Sun Oct 27 13:01:08 +0000 2019,"The face of a Medieval man whose remains were found in Aberdeen has been reconstructed.
👉 https://t.co/5KzdcdtXpk https://t.co/dhLGO22VkS",0.0,0.0,1.0,0.0,116
BBC,Sun Oct 27 12:01:03 +0000 2019,"In 1972, Tomorrow's World reported on a newfangled way to pay for your shopping - the credit card.  😮
https://t.co/4OGh57RasG",0.296,0.113,0.826,0.061,117
BBC,Sun Oct 27 11:55:37 +0000 2019,"RT @bbcrugbyunion: 😞 

They gave it everything they had.

#WALvRSA reaction: https://t.co/Yr2pnGLBIs

#bbcrugby #RWC2019 https://t.co/ROJ10…",-0.477,0.0,0.829,0.171,118
BBC,Sun Oct 27 11:55:01 +0000 2019,"RT @BBCSportWales: 🗣 ""Wales gave it everything but luckily it was us tonight""

South Africa try-scorer Damian de Allende on today's brutal…",0.665,0.168,0.832,0.0,119
BBC,Sun Oct 27 11:01:03 +0000 2019,"Check out some of the amazing pictures taken during filming for Sir David Attenborough's new @BBCOne series,… https://t.co/fpIBVY2uRJ",0.586,0.183,0.817,0.0,120
BBC,Sun Oct 27 10:01:05 +0000 2019,"That satisfying moment when the guitar goes in tune... 🤤 
Join @BBC6Music for #SlowSunday for a day of equally calm… https://t.co/Fk9mAwYiWt",0.637,0.215,0.785,0.0,121
BBC,Sun Oct 27 10:00:00 +0000 2019,"Q. What's the key to @BTS_twt's global success?
A. #BTSARMY

#BTS #ARMY #KPopIdols @BBCFour https://t.co/P5mkBHRT5m",0.572,0.209,0.791,0.0,122
BBC,Sun Oct 27 09:01:05 +0000 2019,"On @bbc5live today...
#NEWvWOL and #LIVvTOT 🙌
From 2pm and 4.30pm.
 👉 https://t.co/8rPSb0Cisq https://t.co/dpdzM7iHqn",0.0,0.0,1.0,0.0,123
BBC,Sat Oct 26 21:01:05 +0000 2019,"Wait - do the clocks go forward tonight... or back? ⏰🤔 #TheMashReport #ClocksChange
https://t.co/nhyY06JwPW",0.0,0.0,1.0,0.0,124
BBC,Sat Oct 26 20:01:05 +0000 2019,"Don't mess with Big Mandy.
#ThisCountry | @BBCThree.
https://t.co/0bbv1o4gAJ",0.276,0.232,0.768,0.0,125
BBC,Sat Oct 26 17:01:05 +0000 2019,"⏰Remember the clocks go back TONIGHT! ⌚️
https://t.co/JuTSen7ohX",0.0,0.0,1.0,0.0,126
BBC,Sat Oct 26 16:01:07 +0000 2019,"Sir David Attenborough has been awarded a Green Blue Peter badge, in recognition of his work inspiring young audien… https://t.co/0KqyCpSg15",0.67,0.244,0.756,0.0,127
BBC,Sat Oct 26 15:01:07 +0000 2019,"""Kids absolutely do not go into care because it's their fault.""
Jamie spent 21 years of his life in care and is now… https://t.co/31GvlfvyjP",-0.644,0.0,0.807,0.193,128
BBC,Sat Oct 26 14:01:05 +0000 2019,Yardley the dog has become an internet sensation after being spotted watching his team @Pollokfc from the stands. 🐶… https://t.co/EK17Kk4i1h,0.0,0.0,1.0,0.0,129
BBC,Sat Oct 26 13:01:05 +0000 2019,"""I just disconnected myself from anyone and anything around me.""

@KonzVisual
https://t.co/ErvPgz9oEc",0.0,0.0,1.0,0.0,130
BBC,Sat Oct 26 12:01:08 +0000 2019,".@BBCNewsbeat's latest documentary features the indie label @TransgressiveHQ, who signed bands such as @Foals and… https://t.co/Tun9MkohmD",0.0,0.0,1.0,0.0,131
